make,Year,mpg,Displacement,price
Lexus,2015,18.0,3.5,25998
Acura,2016,25.0,2.4,18998
Toyota,2014,25.0,2.5,13998
Toyota,2014,21.0,3.5,13998
Hyundai,2015,26.0,1.6,10998
Hyundai,2015,27.0,1.6,10998
Land Rover,2016,20.0,2.0,33998
Audi,2015,23.0,3.0,26998
Audi,2015,20.0,2.0,26998
Audi,2015,18.0,3.0,26998
Chevrolet,2017,22.0,2.5,16998
Chevrolet,2017,18.0,3.6,16998
Chevrolet,2017,19.0,3.6,16998
Buick,2016,21.0,2.0,20998
Buick,2016,20.0,2.0,20998
Buick,2016,19.0,2.4,20998
Audi,2016,24.0,2.0,31998
Toyota,2016,27.0,1.8,15998
Toyota,2016,28.0,1.8,15998
Toyota,2016,29.0,1.8,15998
Toyota,2016,28.0,1.8,15998
Honda,2015,29.0,1.8,14998
Honda,2015,29.0,1.8,14998
Honda,2015,28.0,1.8,14998
Honda,2015,22.0,2.4,14998
Volkswagen,2014,21.0,2.0,16599
Volkswagen,2014,18.0,2.0,16599
Lexus,2015,21.0,2.5,22998
Nissan,2015,27.0,1.8,14599
Nissan,2015,29.0,1.8,14599
Chevrolet,2014,21.0,2.0,13998
Chevrolet,2014,25.0,2.5,13998
Chevrolet,2013,26.0,1.4,10998
Chevrolet,2013,26.0,1.4,10998
Chevrolet,2013,25.0,1.8,10998
Chevrolet,2013,22.0,1.8,10998
FIAT,2015,27.0,1.4,11998
FIAT,2015,24.0,1.4,11998
FIAT,2015,30.0,1.4,11998
FIAT,2015,28.0,1.4,11998
Toyota,2015,23.0,2.5,19998
Kia,2017,20.0,3.3,28998
Honda,2013,26.0,2.4,17998
Honda,2013,24.0,2.4,17998
Honda,2013,21.0,3.5,17998
Honda,2013,21.0,3.5,17998
Honda,2013,18.0,3.5,17998
Honda,2013,26.0,2.4,17998
Toyota,2014,23.0,2.5,18599
Honda,2018,26.0,1.5,25998
Honda,2018,30.0,1.5,25998
Honda,2018,29.0,1.5,25998
Honda,2018,22.0,2.0,25998
Honda,2018,23.0,2.0,25998
Ford,2016,22.0,2.3,26998
Ford,2016,21.0,2.3,26998
Ford,2016,17.0,3.7,26998
Ford,2016,19.0,3.7,26998
Ford,2016,16.0,5.0,26998
Ford,2016,15.0,5.0,26998
Lexus,2014,21.0,3.5,20998
Cadillac,2015,17.0,3.6,21998
Chevrolet,2016,19.0,3.6,23998
Chevrolet,2016,18.0,3.6,23998
Chevrolet,2016,22.0,2.5,23998
Chrysler,2015,19.0,3.6,18998
Chrysler,2015,16.0,5.7,18998
Chrysler,2015,19.0,3.6,18998
Nissan,2014,27.0,1.8,11998
Nissan,2014,30.0,1.8,11998
Nissan,2014,29.0,1.8,11998
Honda,2014,29.0,1.8,12998
Honda,2014,22.0,2.4,12998
Honda,2014,29.0,1.8,12998
Honda,2014,28.0,1.8,12998
Ford,2014,19.0,3.7,22998
Ford,2014,19.0,3.7,22998
Ford,2014,15.0,5.8,22998
Ford,2014,18.0,5.0,22998
Ford,2014,16.0,5.0,22998
Toyota,2016,25.0,2.5,17998
Toyota,2016,21.0,3.5,17998
Volkswagen,2012,22.0,2.0,10998
Volkswagen,2012,22.0,2.5,10998
Volkswagen,2012,21.0,2.0,10998
Volkswagen,2012,22.0,2.5,10998
Nissan,2015,27.0,2.5,16998
Nissan,2015,22.0,3.5,16998
Acura,2015,24.0,2.4,20998
Acura,2015,21.0,3.5,20998
Chrysler,2015,23.0,2.4,13998
Chrysler,2015,19.0,3.6,13998
Chrysler,2015,23.0,2.4,13998
Chrysler,2015,19.0,3.6,13998
Nissan,2015,27.0,2.5,14998
Nissan,2015,22.0,3.5,14998
Toyota,2011,26.0,1.8,9998
Toyota,2011,27.0,1.8,9998
Toyota,2011,21.0,2.4,9998
Toyota,2011,22.0,2.4,9998
Chevrolet,2013,22.0,2.5,13599
Chevrolet,2013,21.0,2.0,13599
Scion,2010,21.0,2.4,7998
Scion,2010,20.0,2.4,7998
Hyundai,2011,24.0,2.4,10998
Hyundai,2011,22.0,2.4,10998
Hyundai,2011,22.0,2.0,10998
Buick,2015,20.0,2.0,14998
Buick,2015,21.0,2.0,14998
Buick,2015,21.0,2.4,14998
Chevrolet,2013,31.0,1.2,9998
Chevrolet,2013,28.0,1.2,9998
Honda,2015,29.0,1.8,14998
Honda,2015,29.0,1.8,14998
Honda,2015,28.0,1.8,14998
Honda,2015,22.0,2.4,14998
Chevrolet,2014,15.0,6.2,24998
Chevrolet,2014,19.0,3.6,24998
Chevrolet,2014,17.0,3.6,24998
Chevrolet,2014,18.0,3.6,24998
Chevrolet,2014,16.0,6.2,24998
Chevrolet,2014,14.0,6.2,24998
Chevrolet,2014,12.0,6.2,24998
Chevrolet,2014,13.0,7.0,24998
Toyota,2010,26.0,1.8,10599
Toyota,2010,26.0,1.8,10599
Toyota,2010,22.0,2.4,10599
Toyota,2010,22.0,2.4,10599
Buick,2014,25.0,1.4,15998
Honda,2015,18.0,3.5,18998
Honda,2015,21.0,3.5,18998
Honda,2015,21.0,3.5,18998
Honda,2015,23.0,2.4,18998
Honda,2015,27.0,2.4,18998
Honda,2015,26.0,2.4,18998
Toyota,2015,23.0,2.5,18998
Toyota,2016,25.0,2.5,19998
Toyota,2016,21.0,3.5,19998
Hyundai,2015,16.0,3.8,17998
Hyundai,2015,16.0,3.8,17998
Honda,2015,29.0,1.8,15998
Honda,2015,29.0,1.8,15998
Honda,2015,28.0,1.8,15998
Honda,2015,22.0,2.4,15998
Honda,2015,18.0,3.5,18599
Honda,2015,21.0,3.5,18599
Honda,2015,21.0,3.5,18599
Honda,2015,23.0,2.4,18599
Honda,2015,27.0,2.4,18599
Honda,2015,26.0,2.4,18599
Chevrolet,2016,30.0,1.4,15998
Chevrolet,2016,28.0,1.4,15998
Cadillac,2017,18.0,3.6,25998
Toyota,2015,25.0,2.5,18998
Toyota,2015,21.0,3.5,18998
Mitsubishi,2013,24.0,2.0,12599
Mitsubishi,2013,22.0,2.4,12599
Nissan,2016,27.0,2.5,16998
Nissan,2016,22.0,3.5,16998
Chrysler,2013,16.0,5.7,19998
Chrysler,2013,19.0,3.6,19998
Chrysler,2013,19.0,3.6,19998
Chevrolet,2016,43.0,1.5,20998
Hyundai,2011,24.0,2.4,10998
Hyundai,2011,22.0,2.4,10998
Hyundai,2011,22.0,2.0,10998
Toyota,2015,23.0,2.5,17998
Toyota,2015,29.0,1.8,13998
Toyota,2015,27.0,1.8,13998
Toyota,2015,28.0,1.8,13998
Toyota,2015,28.0,1.8,13998
Volkswagen,2012,22.0,2.0,10998
Volkswagen,2012,22.0,2.5,10998
Volkswagen,2012,21.0,2.0,10998
Volkswagen,2012,22.0,2.5,10998
Dodge,2017,19.0,2.4,15998
Dodge,2017,17.0,3.6,15998
Hyundai,2014,19.0,3.3,18998
Chevrolet,2015,26.0,1.4,12998
Chevrolet,2015,26.0,1.4,12998
Chevrolet,2015,22.0,1.8,12998
Chevrolet,2015,25.0,1.8,12998
Chevrolet,2015,27.0,2.0,12998
Nissan,2015,27.0,2.5,14998
Nissan,2015,22.0,3.5,14998
Chrysler,2014,18.0,2.4,17998
Chrysler,2014,19.0,3.6,17998
Toyota,2018,29.0,2.5,20998
Toyota,2018,22.0,3.5,20998
Hyundai,2016,22.0,2.0,18998
Hyundai,2016,25.0,2.4,18998
Hyundai,2016,28.0,1.6,18998
Chrysler,2016,23.0,2.4,15998
Chrysler,2016,23.0,2.4,15998
Chrysler,2016,19.0,3.6,15998
Buick,2015,25.0,1.4,16599
Audi,2014,25.0,2.0,22998
Chrysler,2012,21.0,2.4,9998
Chrysler,2012,20.0,2.4,9998
Chrysler,2012,19.0,3.6,9998
Nissan,2015,27.0,2.5,14599
Nissan,2015,22.0,3.5,14599
Kia,2016,28.0,1.6,14998
Kia,2016,22.0,2.0,14998
Kia,2016,24.0,2.4,14998
Ford,2012,19.0,3.7,13599
Ford,2012,19.0,3.7,13599
Ford,2012,18.0,5.0,13599
Ford,2012,17.0,5.0,13599
Ford,2012,15.0,5.4,13599
Dodge,2016,19.0,3.6,38998
Dodge,2016,16.0,5.7,38998
Dodge,2016,15.0,6.4,38998
Dodge,2016,15.0,5.7,38998
Dodge,2016,14.0,6.4,38998
Chevrolet,2014,15.0,6.2,14998
Chevrolet,2014,19.0,3.6,14998
Chevrolet,2014,17.0,3.6,14998
Chevrolet,2014,18.0,3.6,14998
Chevrolet,2014,16.0,6.2,14998
Chevrolet,2014,14.0,6.2,14998
Chevrolet,2014,12.0,6.2,14998
Chevrolet,2014,13.0,7.0,14998
Volkswagen,2010,17.0,4.0,12599
Volkswagen,2010,16.0,3.8,12599
Honda,2018,26.0,1.5,26998
Honda,2018,30.0,1.5,26998
Honda,2018,29.0,1.5,26998
Honda,2018,22.0,2.0,26998
Honda,2018,23.0,2.0,26998
Mitsubishi,2017,33.0,1.2,9998
Mitsubishi,2017,35.0,1.2,9998
Toyota,2015,25.0,2.5,16998
Toyota,2015,21.0,3.5,16998
Toyota,2016,27.0,1.8,15998
Toyota,2016,28.0,1.8,15998
Toyota,2016,29.0,1.8,15998
Toyota,2016,28.0,1.8,15998
Lexus,2016,21.0,3.5,25998
Hyundai,2012,22.0,2.0,10998
Hyundai,2012,24.0,2.4,10998
Hyundai,2012,24.0,2.4,10998
Chevrolet,2015,26.0,1.4,12998
Chevrolet,2015,26.0,1.4,12998
Chevrolet,2015,22.0,1.8,12998
Chevrolet,2015,25.0,1.8,12998
Chevrolet,2015,27.0,2.0,12998
Toyota,2015,23.0,2.5,17998
Chevrolet,2013,28.0,1.4,11599
Chevrolet,2013,27.0,1.4,11599
Chevrolet,2013,26.0,1.8,11599
Chevrolet,2013,24.0,1.8,11599
Nissan,2018,21.0,3.5,23998
Toyota,2015,29.0,1.8,15998
Toyota,2015,27.0,1.8,15998
Toyota,2015,28.0,1.8,15998
Toyota,2015,28.0,1.8,15998
Chrysler,2013,19.0,3.6,10599
Chrysler,2013,20.0,2.4,10599
Chrysler,2013,21.0,2.4,10599
Chrysler,2015,19.0,3.6,17599
Chrysler,2015,16.0,5.7,17599
Chrysler,2015,19.0,3.6,17599
Toyota,2016,43.0,1.8,18998
Toyota,2016,25.0,2.5,17998
Toyota,2016,21.0,3.5,17998
Nissan,2015,27.0,2.5,14998
Nissan,2015,22.0,3.5,14998
Honda,2012,23.0,2.4,12599
Honda,2012,22.0,2.4,12599
Honda,2012,20.0,3.5,12599
Volkswagen,2015,20.0,3.6,15998
Volkswagen,2015,24.0,1.8,15998
Volkswagen,2015,29.0,2.0,15998
Volkswagen,2015,24.0,1.8,15998
Volkswagen,2015,30.0,2.0,15998
Honda,2015,18.0,3.5,17998
Honda,2015,21.0,3.5,17998
Honda,2015,21.0,3.5,17998
Honda,2015,23.0,2.4,17998
Honda,2015,27.0,2.4,17998
Honda,2015,26.0,2.4,17998
Acura,2015,24.0,2.4,20998
Acura,2015,21.0,3.5,20998
Acura,2015,24.0,2.4,18998
Acura,2015,21.0,3.5,18998
Cadillac,2015,18.0,3.6,25998
Cadillac,2015,19.0,2.0,25998
Cadillac,2015,21.0,2.0,25998
Cadillac,2015,21.0,2.5,25998
Lexus,2015,21.0,2.5,25998
Toyota,2016,54.0,1.8,23998
Toyota,2018,29.0,2.5,18998
Toyota,2018,22.0,3.5,18998
Honda,2015,18.0,3.5,14998
Honda,2015,21.0,3.5,14998
Honda,2015,21.0,3.5,14998
Honda,2015,23.0,2.4,14998
Honda,2015,27.0,2.4,14998
Honda,2015,26.0,2.4,14998
Kia,2010,26.0,1.6,8599
Kia,2010,26.0,1.6,8599
Kia,2010,24.0,2.0,8599
Kia,2010,24.0,2.0,8599
Buick,2016,21.0,2.0,17998
Buick,2016,20.0,2.0,17998
Buick,2016,19.0,2.4,17998
Chrysler,2015,19.0,3.6,21998
Chrysler,2015,16.0,5.7,21998
Chrysler,2015,19.0,3.6,21998
Ford,2015,17.0,3.7,25998
Ford,2015,19.0,3.7,25998
Ford,2015,15.0,5.0,25998
Ford,2015,22.0,2.3,25998
Ford,2015,21.0,2.3,25998
Ford,2015,16.0,5.0,25998
Kia,2015,24.0,1.6,14599
Kia,2015,24.0,1.6,14599
Kia,2015,23.0,2.0,14599
Toyota,2015,53.0,1.5,15998
Toyota,2015,23.0,2.5,18998
Acura,2015,24.0,2.4,20998
Acura,2015,21.0,3.5,20998
Nissan,2015,27.0,1.8,11998
Nissan,2015,29.0,1.8,11998
Dodge,2016,17.0,3.6,19599
Dodge,2016,17.0,3.6,19599
Buick,2017,21.0,2.0,23998
Buick,2017,19.0,2.4,23998
Chrysler,2015,17.0,3.6,23998
Chrysler,2015,17.0,3.6,23998
Toyota,2013,26.0,1.8,12599
Toyota,2013,27.0,1.8,12599
Hyundai,2013,28.0,1.8,11998
Hyundai,2013,28.0,1.8,11998
Toyota,2016,23.0,2.5,18599
Cadillac,2013,17.0,3.6,20998
Kia,2015,19.0,3.3,17998
Chrysler,2015,23.0,2.4,16998
Chrysler,2015,19.0,3.6,16998
Chrysler,2015,23.0,2.4,16998
Chrysler,2015,19.0,3.6,16998
Volkswagen,2014,21.0,2.0,14998
Volkswagen,2014,18.0,2.0,14998
Toyota,2009,22.0,2.4,9599
Toyota,2009,22.0,2.4,9599
Toyota,2009,27.0,1.8,9599
Toyota,2009,26.0,1.8,9599
Lexus,2016,22.0,2.0,28998
Ford,2015,17.0,3.7,17599
Ford,2015,19.0,3.7,17599
Ford,2015,15.0,5.0,17599
Ford,2015,22.0,2.3,17599
Ford,2015,21.0,2.3,17599
Ford,2015,16.0,5.0,17599
Infiniti,2013,19.0,3.7,19998
Infiniti,2013,17.0,3.7,19998
Honda,2015,18.0,3.5,17998
Honda,2015,21.0,3.5,17998
Honda,2015,21.0,3.5,17998
Honda,2015,23.0,2.4,17998
Honda,2015,27.0,2.4,17998
Honda,2015,26.0,2.4,17998
Ford,2017,21.0,2.3,19800
Ford,2017,21.0,2.3,19800
Ford,2017,18.0,3.7,19800
Ford,2017,18.0,3.7,19800
Ford,2017,15.0,5.0,19800
Ford,2017,15.0,5.0,19800
Chevrolet,2013,22.0,2.5,14000
Chevrolet,2013,21.0,2.0,14000
Nissan,2017,21.0,3.5,19400
Nissan,2018,21.0,3.5,22755
Kia,2015,20.0,2.0,20200
Kia,2015,23.0,2.4,20200
Chevrolet,2004,16.0,5.7,19855
Chevrolet,2004,17.0,5.7,19855
Chevrolet,2017,30.0,1.4,15000
Chevrolet,2017,28.0,1.4,15000
Chevrolet,2017,31.0,1.6,15000
Chevrolet,2017,30.0,1.6,15000
Dodge,2015,16.0,5.7,20100
Dodge,2015,15.0,5.7,20100
Dodge,2015,19.0,3.6,20100
Dodge,2015,14.0,6.4,20100
Dodge,2015,15.0,6.4,20100
Toyota,2017,27.0,1.8,14305
Toyota,2017,28.0,1.8,14305
Toyota,2017,28.0,1.8,14305
Toyota,2017,30.0,1.5,12195
Toyota,2017,32.0,1.5,12195
Chevrolet,2017,22.0,2.5,19500
Chevrolet,2017,18.0,3.6,19500
Chevrolet,2017,19.0,3.6,19500
Chevrolet,2017,30.0,1.4,15100
Chevrolet,2017,28.0,1.4,15100
Chevrolet,2017,31.0,1.6,15100
Chevrolet,2017,30.0,1.6,15100
Volkswagen,2014,29.0,2.0,12700
Volkswagen,2014,29.0,2.0,12700
Volkswagen,2014,26.0,1.8,12700
Volkswagen,2014,25.0,1.8,12700
Volkswagen,2014,24.0,2.0,12700
Volkswagen,2014,23.0,2.0,12700
Volkswagen,2014,23.0,2.0,12700
Volkswagen,2014,24.0,2.0,12700
Nissan,2017,27.0,2.5,15500
Nissan,2017,22.0,3.5,15500
Hyundai,2016,22.0,2.0,16999
Hyundai,2016,25.0,2.4,16999
Hyundai,2016,28.0,1.6,16999
Dodge,2017,19.0,3.6,25300
Dodge,2017,16.0,5.7,25300
Dodge,2017,15.0,6.4,25300
Dodge,2017,15.0,5.7,25300
Dodge,2017,14.0,6.4,25300
Hyundai,2015,24.0,2.4,15800
Hyundai,2015,22.0,2.0,15800
Hyundai,2015,28.0,1.6,15800
Toyota,2015,25.0,2.5,15095
Toyota,2015,21.0,3.5,15095
Dodge,2017,17.0,3.6,16200
Dodge,2017,17.0,3.6,16200
Alfa Romeo,2015,24.0,1.8,47600
Toyota,2017,27.0,1.8,14115
Toyota,2017,28.0,1.8,14115
Toyota,2017,28.0,1.8,14115
Lexus,2015,19.0,3.5,27640
Nissan,2017,21.0,3.5,20300
Dodge,2017,19.0,3.6,19200
Dodge,2017,16.0,5.7,19200
Dodge,2017,15.0,6.4,19200
Dodge,2017,19.0,3.6,19200
Nissan,2017,27.0,1.8,17000
Nissan,2017,29.0,1.8,17000
Nissan,2017,26.0,1.6,17000
Nissan,2017,27.0,1.6,17000
Ford,2017,21.0,2.3,19680
Ford,2017,21.0,2.3,19680
Ford,2017,18.0,3.7,19680
Ford,2017,18.0,3.7,19680
Ford,2017,15.0,5.0,19680
Ford,2017,15.0,5.0,19680
Chevrolet,2017,30.0,1.4,14500
Chevrolet,2017,28.0,1.4,14500
Chevrolet,2017,31.0,1.6,14500
Chevrolet,2017,30.0,1.6,14500
Kia,2018,29.0,2.0,15400
Kia,2018,25.0,2.0,15400
Kia,2018,25.0,2.0,15400
Ford,2018,21.0,2.3,21999
Ford,2018,15.0,5.0,21999
Ford,2018,21.0,2.3,21999
Ford,2018,16.0,5.0,21999
Chevrolet,2017,24.0,1.8,12200
Chevrolet,2017,25.0,1.8,12200
Chevrolet,2017,27.0,1.4,12200
Chevrolet,2017,28.0,1.4,12200
Lexus,2016,20.0,3.5,37700
Acura,2016,25.0,2.4,15599
Dodge,2015,16.0,5.7,32900
Dodge,2015,15.0,5.7,32900
Dodge,2015,19.0,3.6,32900
Dodge,2015,14.0,6.4,32900
Dodge,2015,15.0,6.4,32900
Chevrolet,2015,13.0,7.0,22999
Chevrolet,2015,15.0,6.2,22999
Chevrolet,2015,19.0,3.6,22999
Chevrolet,2015,18.0,3.6,22999
Chevrolet,2015,17.0,3.6,22999
Chevrolet,2015,16.0,6.2,22999
Chevrolet,2015,12.0,6.2,22999
Chevrolet,2015,14.0,6.2,22999
Nissan,2016,27.0,1.8,12700
Nissan,2016,29.0,1.8,12700
Infiniti,2015,20.0,3.7,22600
Honda,2015,49.0,2.0,19500
Volkswagen,2016,20.0,3.6,13000
Volkswagen,2016,25.0,1.8,13000
Hyundai,2017,28.0,2.0,14300
Hyundai,2017,26.0,2.0,14300
Hyundai,2017,32.0,1.4,14300
Hyundai,2017,26.0,1.6,14300
Hyundai,2017,22.0,1.6,14300
Chevrolet,2015,35.0,1.4,15600
Nissan,2017,27.0,2.5,16400
Nissan,2017,22.0,3.5,16400
Nissan,2016,22.0,3.5,20200
Volkswagen,2014,29.0,2.0,12900
Volkswagen,2014,29.0,2.0,12900
Volkswagen,2014,26.0,1.8,12900
Volkswagen,2014,25.0,1.8,12900
Volkswagen,2014,24.0,2.0,12900
Volkswagen,2014,23.0,2.0,12900
Volkswagen,2014,23.0,2.0,12900
Volkswagen,2014,24.0,2.0,12900
Kia,2015,18.0,3.8,22600
Kia,2015,15.0,5.0,22600
Nissan,2017,21.0,3.5,20100
Chrysler,2015,23.0,2.4,17600
Chrysler,2015,19.0,3.6,17600
Chrysler,2015,23.0,2.4,17600
Chrysler,2015,19.0,3.6,17600
Cadillac,2015,18.0,3.6,18800
Cadillac,2015,19.0,2.0,18800
Cadillac,2015,21.0,2.0,18800
Cadillac,2015,21.0,2.5,18800
Chevrolet,2017,24.0,1.8,12700
Chevrolet,2017,25.0,1.8,12700
Chevrolet,2017,27.0,1.4,12700
Chevrolet,2017,28.0,1.4,12700
Honda,2015,18.0,3.5,14999
Honda,2015,21.0,3.5,14999
Honda,2015,21.0,3.5,14999
Honda,2015,23.0,2.4,14999
Honda,2015,27.0,2.4,14999
Honda,2015,26.0,2.4,14999
Volkswagen,2012,19.0,3.0,17455
Volkswagen,2012,16.0,3.6,17455
Volkswagen,2015,21.0,2.0,14300
Nissan,2018,21.0,3.5,20499
Volkswagen,2014,29.0,2.0,12100
Volkswagen,2014,29.0,2.0,12100
Volkswagen,2014,26.0,1.8,12100
Volkswagen,2014,25.0,1.8,12100
Volkswagen,2014,24.0,2.0,12100
Volkswagen,2014,23.0,2.0,12100
Volkswagen,2014,23.0,2.0,12100
Volkswagen,2014,24.0,2.0,12100
Buick,2016,21.0,2.0,16100
Buick,2016,20.0,2.0,16100
Buick,2016,21.0,2.4,16100
Honda,2013,26.0,2.4,16400
Honda,2013,24.0,2.4,16400
Honda,2013,21.0,3.5,16400
Honda,2013,21.0,3.5,16400
Honda,2013,18.0,3.5,16400
Honda,2013,26.0,2.4,16400
Audi,2014,16.0,3.0,27500
Toyota,2015,20.0,2.7,16600
Toyota,2015,19.0,3.5,16600
Volkswagen,2013,24.0,2.0,12000
Volkswagen,2013,22.0,2.0,12000
Volkswagen,2013,29.0,2.0,12000
Volkswagen,2013,29.0,2.0,12000
Volkswagen,2013,23.0,2.0,12000
Volkswagen,2013,24.0,2.0,12000
Volkswagen,2013,24.0,2.5,12000
Volkswagen,2013,23.0,2.5,12000
Nissan,2016,31.0,1.6,11300
Nissan,2016,27.0,1.6,11300
Nissan,2016,26.0,1.6,11300
Nissan,2015,27.0,2.5,14545
Nissan,2015,22.0,3.5,14545
Dodge,2017,17.0,3.6,16300
Dodge,2017,17.0,3.6,16300
Ford,2017,21.0,2.3,30280
Ford,2017,21.0,2.3,30280
Ford,2017,18.0,3.7,30280
Ford,2017,18.0,3.7,30280
Ford,2017,15.0,5.0,30280
Ford,2017,15.0,5.0,30280
Land Rover,2016,20.0,2.0,29680
Acura,2015,24.0,2.4,19700
Acura,2015,21.0,3.5,19700
Nissan,2014,19.0,3.5,19200
Hyundai,2016,22.0,2.0,15000
Hyundai,2016,25.0,2.4,15000
Hyundai,2016,28.0,1.6,15000
Hyundai,2015,24.0,2.4,19000
Hyundai,2015,22.0,2.0,19000
Hyundai,2015,28.0,1.6,19000
Lexus,2015,18.0,3.5,22499
Toyota,2016,25.0,2.5,17455
Toyota,2016,21.0,3.5,17455
Kia,2016,24.0,2.0,14500
Kia,2016,24.0,1.6,14500
Kia,2016,24.0,1.6,14500
Volkswagen,2014,29.0,2.0,12500
Volkswagen,2014,29.0,2.0,12500
Volkswagen,2014,26.0,1.8,12500
Volkswagen,2014,25.0,1.8,12500
Volkswagen,2014,24.0,2.0,12500
Volkswagen,2014,23.0,2.0,12500
Volkswagen,2014,23.0,2.0,12500
Volkswagen,2014,24.0,2.0,12500
Nissan,2014,27.0,1.8,11300
Nissan,2014,30.0,1.8,11300
Nissan,2014,29.0,1.8,11300
Infiniti,2015,20.0,3.7,16999
Chevrolet,2015,18.0,3.6,17999
Chevrolet,2015,19.0,3.6,17999
Chevrolet,2015,22.0,2.5,17999
Audi,2014,18.0,3.0,24855
Audi,2014,20.0,2.0,24855
Audi,2014,23.0,3.0,24855
Volkswagen,2014,29.0,2.0,13300
Volkswagen,2014,29.0,2.0,13300
Volkswagen,2014,26.0,1.8,13300
Volkswagen,2014,25.0,1.8,13300
Volkswagen,2014,24.0,2.0,13300
Volkswagen,2014,23.0,2.0,13300
Volkswagen,2014,23.0,2.0,13300
Volkswagen,2014,24.0,2.0,13300
Volkswagen,2017,20.0,3.6,16999
Volkswagen,2017,23.0,1.8,16999
Hyundai,2017,28.0,2.0,12400
Hyundai,2017,26.0,2.0,12400
Hyundai,2017,32.0,1.4,12400
Hyundai,2017,26.0,1.6,12400
Hyundai,2017,22.0,1.6,12400
Chrysler,2017,19.0,3.6,22988
Chrysler,2017,16.0,5.7,22988
Chrysler,2017,19.0,3.6,22988
Cadillac,2015,18.0,3.6,19400
Cadillac,2015,19.0,2.0,19400
Cadillac,2015,21.0,2.0,19400
Cadillac,2015,21.0,2.5,19400
BMW,2018,17.0,3.0,55985
BMW,2018,17.0,3.0,55985
Nissan,2016,22.0,3.5,20999
Kia,2014,24.0,1.6,11600
Kia,2014,24.0,1.6,11600
Kia,2014,23.0,2.0,11600
Land Rover,2016,14.0,5.0,76855
Land Rover,2016,17.0,3.0,76855
Nissan,2017,21.0,3.5,25200
Hyundai,2018,24.0,2.0,16000
Hyundai,2018,23.0,2.0,16000
Hyundai,2018,26.0,1.6,16000
Hyundai,2018,22.0,1.6,16000
Toyota,2016,23.0,2.5,20400
Scion,2016,28.0,1.8,13700
Scion,2016,27.0,1.8,13700
Ford,2017,21.0,2.3,20200
Ford,2017,21.0,2.3,20200
Ford,2017,18.0,3.7,20200
Ford,2017,18.0,3.7,20200
Ford,2017,15.0,5.0,20200
Ford,2017,15.0,5.0,20200
Dodge,2011,18.0,3.6,19200
Dodge,2011,15.0,5.7,19200
Dodge,2011,16.0,5.7,19200
Nissan,2015,27.0,2.5,10999
Nissan,2015,22.0,3.5,10999
Dodge,2018,19.0,2.4,20000
Dodge,2018,17.0,3.6,20000
Toyota,2017,27.0,1.8,13495
Toyota,2017,28.0,1.8,13495
Toyota,2017,28.0,1.8,13495
Ford,2017,21.0,2.3,20100
Ford,2017,21.0,2.3,20100
Ford,2017,18.0,3.7,20100
Ford,2017,18.0,3.7,20100
Ford,2017,15.0,5.0,20100
Ford,2017,15.0,5.0,20100
Chrysler,2016,19.0,3.6,19900
Chrysler,2016,19.0,3.6,19900
Chrysler,2016,16.0,5.7,19900
Hyundai,2016,28.0,1.8,13300
Hyundai,2016,27.0,1.8,13300
Hyundai,2016,24.0,2.0,13300
Hyundai,2016,24.0,2.0,13300
Kia,2018,29.0,2.0,15685
Kia,2018,25.0,2.0,15685
Kia,2018,25.0,2.0,15685
Infiniti,2015,20.0,3.7,24200
Lexus,2015,19.0,3.5,31780
Buick,2012,17.0,3.6,15430
Buick,2012,17.0,3.6,15430
Buick,2017,21.0,2.4,15900
Ford,2017,21.0,2.3,18888
Ford,2017,21.0,2.3,18888
Ford,2017,18.0,3.7,18888
Ford,2017,18.0,3.7,18888
Ford,2017,15.0,5.0,18888
Ford,2017,15.0,5.0,18888
Lexus,2016,20.0,3.5,38255
Kia,2017,25.0,2.0,13300
Kia,2017,29.0,2.0,13300
Kia,2017,25.0,2.0,13300
Cadillac,2015,18.0,3.6,18700
Cadillac,2015,19.0,2.0,18700
Cadillac,2015,21.0,2.0,18700
Cadillac,2015,21.0,2.5,18700
Lexus,2016,40.0,2.5,28630
Lexus,2017,20.0,3.5,39300
Nissan,2017,27.0,1.8,13100
Nissan,2017,29.0,1.8,13100
Nissan,2017,26.0,1.6,13100
Nissan,2017,27.0,1.6,13100
Lexus,2016,21.0,3.5,28900
Kia,2015,20.0,2.0,17700
Kia,2015,23.0,2.4,17700
Volkswagen,2018,18.0,3.6,29200
Volkswagen,2018,22.0,2.0,29200
Kia,2018,28.0,1.6,13400
Kia,2018,29.0,1.6,13400
BMW,2015,14.0,4.4,55855
Lexus,2016,20.0,3.5,38630
Honda,2015,29.0,1.8,16200
Honda,2015,29.0,1.8,16200
Honda,2015,28.0,1.8,16200
Honda,2015,22.0,2.4,16200
Volkswagen,2013,22.0,2.0,17400
Nissan,2013,27.0,2.5,11130
Nissan,2013,22.0,3.5,11130
Lexus,2014,21.0,2.5,23755
Kia,2016,24.0,2.0,15000
Kia,2016,24.0,1.6,15000
Kia,2016,24.0,1.6,15000
Buick,2017,25.0,1.4,18200
Buick,2017,27.0,1.4,18200
Buick,2016,25.0,1.4,12999
Buick,2016,27.0,1.4,12999
Chrysler,2015,17.0,3.6,17400
Chrysler,2015,17.0,3.6,17400
Nissan,2017,27.0,2.5,16300
Nissan,2017,22.0,3.5,16300
Scion,2016,23.0,2.5,15900
Scion,2016,23.0,2.5,15900
Honda,2016,18.0,3.5,23400
Honda,2016,21.0,3.5,23400
Honda,2016,21.0,3.5,23400
